,0,1
4972,Seniors,Belle (senior)
4973,Seniors,Ben Matlock
4974,Seniors,Tony Bennett (character)
4975,Seniors,Bill (Old Jewish Man's Uncle)
4976,Seniors,Bill Cosby
4977,Seniors,Alvarine Bisque
4978,Seniors,Blanche Auditioner 3
4979,Seniors,Bob Denver (character)
4980,Seniors,Bob Security Guard 2
4981,Seniors,Ernest Borgnine (character)
4982,Seniors,Bambi Bouvier
4983,Seniors,Clancy Bouvier
4984,Seniors,Eunice Bouvier
4985,Seniors,Jacqueline Bouvier
4986,Seniors,JoJo Bouvier
4987,Seniors,Pépé Bouvier
4988,Seniors,Bowlarama Painter
4989,Seniors,Bowler 4
4990,Seniors,Bowler 6
4991,Seniors,Wallace Brady
4992,Seniors,British casino designer
4993,Seniors,Kent Brockman
4994,Seniors,Burns' Alien
4995,Seniors,C. Ebenezer Burns
4996,Seniors,Charles Montgomery Burns
4997,Seniors,Clifford Burns
4998,Seniors,Daphne Burns
4999,Seniors,Larry Burns
5000,Seniors,Wainwright Montgomery Burns
5001,Seniors,Barbara Bush
5002,Seniors,George H. W. Bush
5003,Seniors,George W. Bush
5004,Seniors,Buzz Cola Actor
5005,Seniors,Dante Calabresi Sr.
5006,Seniors,Can Owner
5007,Seniors,Cap'n Crunch
5008,Seniors,Capital City Goofball
5009,Seniors,Carmen Opera Singer
5010,Seniors,Carriage Driver
5011,Seniors,Jimmy Carter
5012,Seniors,Don Castellaneta
5013,Seniors,Fidel Castro
5014,Seniors,Cayman Islands banker
5015,Seniors,Gary Chalmers
5016,Seniors,Channel 6 Executive
5017,Seniors,Channel 6 Producer
5018,Seniors,Cornelius Chapman
5019,Seniors,Prince Charles
5020,Seniors,Chess Observer
5021,Seniors,Chester J. Lampwick
5022,Seniors,Chicagoan man
5023,Seniors,Christian Advocate
5024,Seniors,Citizenship Test Agent
5025,Seniors,Margot Citroën
5026,Seniors,Claire DeLune
5027,Seniors,Santa Claus
5028,Seniors,Clyde
5029,Seniors,Colonel Leslie Hapablap
5030,Seniors,Congressman 1
5031,Seniors,Congressman 2
5032,Seniors,Congressman 3
5033,Seniors,Cool grandfather
5034,Seniors,Cora
5035,Seniors,Corn Farmer
5036,Seniors,Cornelius Talmadge
5037,Seniors,Mr. Costington
5038,Seniors,Count Burns
5039,Seniors,County fair judge
5040,Seniors,Cowboy
5041,Seniors,Cracker executive
5042,Seniors,Crazy Clown Owner
5043,Seniors,Crazy Dog Man
5044,Seniors,Crazy iguana lady
5045,Seniors,Anna Maria D'Amico
5046,Seniors,Dalai Lama
5047,Seniors,Charles Darwin
5048,Seniors,Dash Calhoun
5049,Seniors,David Brinkley
5050,Seniors,David Letterman
5051,Seniors,The Dependables
5052,Seniors,Deputy Director Gratman
5053,Seniors,Deuce
5054,Seniors,Dirk Richter Fan
5055,Seniors,Don Bookner
5056,Seniors,Don Vittorio DiMaggio
5057,Seniors,Donald
5058,Seniors,Donald Trump (character)
5059,Seniors,Harlan Dondelinger
5060,Seniors,Doo-Wop Steve
5061,Seniors,Dorothy
5062,Seniors,Dowager
5063,Seniors,Dr. Brentano
5064,Seniors,Dr. Demento (character)
5065,Seniors,Dr. Lionel Budgie
5066,Seniors,Dr. Nussbaum
5067,Seniors,Driver with Gavel
5068,Seniors,Dwight D. Eisenhower
5069,Seniors,Early Bird
5070,Seniors,Earthland Wizard
5071,Seniors,Ed McMahon (character)
5072,Seniors,Edwina
5073,Seniors,El Grampo
5074,Seniors,Elder Bob
5075,Seniors,Elder Chalmers
5076,Seniors,Elder Duffman
5077,Seniors,Elder Moleman
5078,Seniors,Elder Skinner
5079,Seniors,Elderly Clerk
5080,Seniors,Queen Elizabeth II
5081,Seniors,Emile (The Two Mrs. Nahasapeemapetilons)
5082,Seniors,Empty-Nest Marge
5083,Seniors,Estelle Beardly
5084,Seniors,Esther
5085,Seniors,Evil Grandma
5086,Seniors,Mason Fairbanks
5087,Seniors,Fancy Chef
5088,Seniors,Farmer
5089,Seniors,Helen Feesh
5090,Seniors,Fit-Fat Tony's uncle
5091,Seniors,Agnes Flanders
5092,Seniors,Ned Flanders
5093,Seniors,"Nedward Flanders, Sr."
5094,Seniors,Gerald Ford
5095,Seniors,Frank Gehry (character)
5096,Seniors,Benjamin Franklin
5097,Seniors,Fred Rogers
5098,Seniors,Jonathan Frink Sr.
5099,Seniors,Frink's Mother
5100,Seniors,Frostillicus
5101,Seniors,Fruit Bat Man
5102,Seniors,Gaby
5103,Seniors,Mahatma Gandhi
5104,Seniors,Bill Gannon
5105,Seniors,Geoffrey
5106,Seniors,George C. Scott
5107,Seniors,George Meany
5108,Seniors,George Simpson
5109,Seniors,Gerta Gobel
5110,Seniors,Gladys
5111,Seniors,Alice Glick
5112,Seniors,Government Doctor
5113,Seniors,Grandma Flanders
5114,Seniors,Grandma Van Houten
5115,Seniors,Grandpa Van Horne
5116,Seniors,Grandpa Van Houten
5117,Seniors,Grandpa Van Houten's Second Wife
5119,Seniors,Giuseppe Granfinali
5120,Seniors,Grave Digger
5121,Seniors,Gravedigger Billy
5122,Seniors,Babs Twilly
5123,Seniors,Headmaster Greystash
5124,Seniors,Matt Groening (character)
5125,Seniors,Al Gumble
5126,Seniors,Arnie Gumble
5127,Seniors,Gummi Salesman
5128,Seniors,Gummy Joe
5129,Seniors,Gil Gunderson
5130,Seniors,Constance Harm
5131,Seniors,Hatty
5132,Seniors,Stephen Hawking (character)
5133,Seniors,Hazel
5134,Seniors,Head Judge
5135,Seniors,Head of the Spaceology Department
5136,Seniors,Heavenly Hills owner
5137,Seniors,Henry Kissinger
5138,Seniors,Hester
5139,Seniors,Yuma Hickman
5140,Seniors,High Ball
5141,Seniors,Hindu Advocate
5143,Teenagers,Alfie
5144,Teenagers,Annika Van Houten
5145,Teenagers,Archie
5146,Teenagers,Arnold (Grocery Store clerk)
5147,Teenagers,Ash Ketchum
5148,Teenagers,Australian Squeaky-Voiced Teen
5149,Teenagers,Babysitter
5150,Teenagers,Beatrice (Dangerous Curves)
5151,Teenagers,Box Office Clerk
5152,Teenagers,Box Office Worker
5153,Teenagers,Carrie
5154,Teenagers,Cassandra
5155,Teenagers,Chadlington
5156,Teenagers,Shauna Chalmers
5157,Teenagers,Cindy
5158,Teenagers,Cleveland Brown Jr
5159,Teenagers,Compost
5160,Teenagers,Cycloid Dolph
5161,Teenagers,Danish Vendor
5162,Teenagers,Darcy
5163,Teenagers,Digby Diggs
5164,Teenagers,Dr. Hibbert's First Daughter
5165,Teenagers,Dragon Kearney
5166,Teenagers,Estelle
5167,Teenagers,Ewell Freestone
5168,Teenagers,Fake Lisa Simpson
5169,Teenagers,Female Victim
5170,Teenagers,Gogo Yubari
5171,Teenagers,Jesse Grass
5172,Teenagers,Chris Griffin
5173,Teenagers,"Frank Grimes, Jr."
5174,Teenagers,Grocery Clerk
5175,Teenagers,Gulp 'n' Blow Waitress
5176,Teenagers,Andy Hamilton
5177,Teenagers,Hans Moleman's family
5178,Teenagers,Hayley Smith
5179,Teenagers,High School Basketball Team Captain
5180,Teenagers,Homer's high school date
5181,Teenagers,Hooray For Everything
5182,Teenagers,Jeremy Freedman
5183,Teenagers,Jerry Mackleberry
5184,Teenagers,Jesminder Bhamra
5185,Teenagers,JJ Hibbert
5186,Teenagers,Joey Quimby
5187,Teenagers,Johnny Newspaperseed
5188,Teenagers,Jimbo Jones
5189,Teenagers,Josh (Krusty's nephew)
5190,Teenagers,Jughead
5191,Teenagers,Justin Bieber (character)
5192,Teenagers,Kim
5193,Teenagers,Krusty Burger Employee
5194,Teenagers,Larry Mackleberry
5195,Teenagers,Library Clerk
5196,Teenagers,File:Lisa's Friend -2.JPG
5197,Teenagers,Male Victim
5198,Teenagers,Martin Prince's Brother
5199,Teenagers,Meg Griffin
5200,Teenagers,Mitch
5201,Teenagers,Moose (Archie Comics)
5202,Teenagers,Morty Smith
5203,Teenagers,Jay Nahasapeemapetilon
5204,Teenagers,Alaska Nebraska
5205,Teenagers,Harry Potter (character)
5206,Teenagers,Laura Powers
5207,Teenagers,Psychopath Kid
5208,Teenagers,Queen Bean
5209,Teenagers,Freddy Quimby
5210,Teenagers,Reggie
5211,Teenagers,Roberta Tubbs
5212,Teenagers,Roy
5213,Teenagers,Sean
5214,Teenagers,Solar Panel
5215,Teenagers,Spanish Squeaky-Voiced Teen
5216,Teenagers,Britney Spears (character)
5217,Teenagers,Spider-Man
5218,Teenagers,Cletus Spuckler
5219,Teenagers,Stacey Deathsatan
5220,Teenagers,Dolph Starbeam
5221,Teenagers,Luke Stetson
5222,Teenagers,Steve Smith
5223,Teenagers,T.G.I. McScratchy's Waiter 1
5224,Teenagers,Tara Gunderson
5225,Teenagers,Teenage Babysitter
5226,Teenagers,Paris Texan
5227,Teenagers,Tina
5228,Teenagers,Tintin
5229,Teenagers,Total stranger
5230,Teenagers,Troll Jimbo
5231,Teenagers,Troll Kearney
5232,Teenagers,UberKid Cyclist
5233,Teenagers,File:Unnamed ballet dancer.JPG
5234,Teenagers,Unnamed Simpson daughter
5235,Teenagers,Gina Vendetti
5236,Teenagers,Waiter 2
5237,Teenagers,Wilbur Nurple
5238,Teenagers,Wind Lad
5239,Teenagers,Devan Woosterfield
5240,Teenagers,Quenley Woosterfield
5241,Teenagers,Zhenya
5242,Teenagers,Zia Simpson
5681,Adults,"""Dummies"" Author"
5682,Adults,"""Freakin' Guns"" Guy"
5683,Adults,"""Nay"" Guy"
5684,Adults,"""Stone Cold"" Steve Austin"
5685,Adults,"""Suing"" Simpson Relative"
5686,Adults,''People Who Look Like Things'' host
5687,Adults,'N Sync
5688,Adults,10 Year Old Voiced Man
5689,Adults,4-H leader
5690,Adults,50 Cent
5691,Adults,50 Cent (character)
5692,Adults,98th Airborne veteran
5693,Adults,Aaron Sorkin
5694,Adults,Abby
5695,Adults,Eleanor Abernathy
5696,Adults,Abigail
5697,Adults,Abominable Snow Burns
5698,Adults,Abraham Lincoln
5699,Adults,J. J. Abrams
5700,Adults,Abus
5701,Adults,Accordion Player
5702,Adults,Actor 1
5703,Adults,Actor 2
5704,Adults,Adam
5705,Adults,Adam Savage (character)
5706,Adults,Adam Simpson
5707,Adults,Adlai Stevenson
5708,Adults,Admiral Carstairs
5709,Adults,Admissions Agent 1
5710,Adults,Admissions Agent 2
5711,Adults,Neil Affleck
5712,Adults,African-American Teacher
5713,Adults,Age and Weight Booth Man
5714,Adults,Agent Johnson
5715,Adults,Agent Malone
5716,Adults,Agent Miller
5717,Adults,Agent Wessom
5718,Adults,Aileen
5719,Adults,Air Force Guard
5720,Adults,Air Hostess
5721,Adults,Air Safety Inspector 1
5722,Adults,Air Safety Inspector 2
5723,Adults,Ak
5724,Adults,Akira
5725,Adults,Al Gore
5726,Adults,Al Gore's Secretary
5727,Adults,Al Harrington
5728,Adults,Alan Moore (character)
5729,Adults,Albert
5730,Adults,Albert Einstein
5731,Adults,Kumiko Albertson
5732,Adults,Ms. Albright
5733,Adults,Alcatraaz
5734,Adults,Alcoholic Employee
5735,Adults,Buzz Aldrin
5736,Adults,Buzz Aldrin (character)
5737,Adults,Anastasia Alekova
5738,Adults,Alex Salmond
5739,Adults,Alexander Graham Bell
5740,Adults,Alexandria Ocasio-Cortez
5741,Adults,Alf
5742,Adults,Alfred Bouvier
5743,Adults,Alfred Hitchcock
5744,Adults,Alfreda Bouvier II
5745,Adults,Ali Rudy Vallée
5746,Adults,Alien 2
5747,Adults,Steve Allen (character)
5748,Adults,Woody Allen
5749,Adults,Alyson Hannigan
5750,Adults,Aristotle Amadopolis
5751,Adults,Amanda Ormand
5752,Adults,Ameil
5753,Adults,Amelia Vanderbuckle
5754,Adults,America's Most Armed and Dangerous Presenter
5755,Adults,American Representative
5756,Adults,Amish Man
5757,Adults,Amy Tan
5758,Adults,Amy Tan (character)
5759,Adults,Amy Wong
5760,Adults,Anastasia
5761,Adults,Gillian Anderson
5762,Adults,Andre Agassi
5763,Adults,Andy (Bart vs. Australia)
5764,Adults,Andy (Moms I'd Like to Forget)
5765,Adults,Andy (Scuse Me While I Miss the Sky)
5766,Adults,Andy Griffith
5767,Adults,Andy Murray
5768,Adults,Andy Serkis
5769,Adults,Andy Warhol
5770,Adults,Angel of Death
5771,Adults,Angelo
5772,Adults,Angry Audience Member
5773,Adults,Angry Man
5774,Adults,Angry Mob
5775,Adults,Angry Mom
5776,Adults,Animal Assistants clerk
5777,Adults,Animal Refuge owner
5778,Adults,Animal Woman
5779,Adults,Anita
5780,Adults,Anne-Marie Charles
5781,Adults,Annette
5782,Adults,Annette (therapist)
5783,Adults,Annex Adminstrator
5784,Adults,Annie Dubinsky
5785,Adults,Tattoo Annie
5786,Adults,Antarctic Researcher 1
5787,Adults,Antarctic Researcher 2
5788,Adults,Anthony Hopkins
5789,Adults,Antoine
5790,Adults,Appendix Guy
5791,Adults,Arboretum Overseer
5792,Adults,Arcade Bouncer
5793,Adults,Arcade Cashier
5794,Adults,Arcade Guard 1
5795,Adults,Arcade Guard 2
5796,Adults,Wes Archer
5797,Adults,Area 51-A guard
5798,Adults,Arena Manager
5799,Adults,The Aristocrat's Bartender
5800,Adults,Armando (Barber)
5801,Adults,Armando (Flaming Moe's)
5802,Adults,Bud Armstrong
5803,Adults,Army Colonel
5804,Adults,Army Pilot 1
5805,Adults,Army Pilot 2
5806,Adults,Army Pilot 3
5807,Adults,Bob Arnold
5808,Adults,Art Garfunkel
5809,Adults,Art Spiegelman (character)
5810,Adults,Art teacher
5811,Adults,Artemis (The Last Barfighter)
5812,Adults,Arthur
5813,Adults,Arturo Bisque
5814,Adults,Asa Phelps
5815,Adults,Ashley Grant
5816,Adults,Asian Gang Member
5817,Adults,Assembly Line Worker
5818,Adults,Assistant 1
5819,Adults,Assistant 2
5820,Adults,Astronomer
5821,Adults,Jacqueline Atkins
5822,Adults,State Comptroller Atkins
5823,Adults,Atom Mill Employee
5824,Adults,Auction Announcer (Bart the Fink)
5825,Adults,Auction Announcer (The Boy Who Knew Too Much)
5826,Adults,Auctioneer (The Boy Who Knew Too Much)
5827,Adults,Audience Researcher
5828,Adults,Audio Recording Specialist
5829,Adults,Stefane August
5830,Adults,Australian Bartender
5831,Adults,Australian Janitor
5832,Adults,Australian Pilot
5833,Adults,Australian Soldier 1
5834,Adults,Australian Soldier 2
5835,Adults,Avoidant Passerby
5836,Adults,Ayanna Pressley
5837,Adults,Dan Aykroyd
5838,Adults,Aztec Theater Manager
5839,Adults,Baby Tooth Seller
5840,Adults,Baby Translator Customer 2
5841,Adults,Baby-Proofing Saleswoman
5842,Adults,Bacardi Woman
5843,Adults,Bad-Check Mazursky
5844,Adults,Carlos Baeza
5845,Adults,Mary Bailey
5846,Adults,Bait Shop Owner
5847,Adults,Nigel Bakerbutcher
5848,Adults,Bob Balaban
5849,Adults,Alec Baldwin (character)
5850,Adults,Ball pit employee 1
5851,Adults,Ball pit employee 2
5852,Adults,Tina Ballerina
5853,Adults,Ballet Teacher
5854,Adults,Balloon Seller (Dumbbell Indemnity)
5855,Adults,Bank Teller
5856,Adults,Banker
5857,Adults,Banker with Antlers
5858,Adults,Banker with House Costume
5859,Adults,Banksy
5860,Adults,Harv Bannister
5861,Adults,Race Banyon
5862,Adults,Barbara Belfry
5863,Adults,Barbara Lelavinsky
5864,Adults,Barbarian Smithers
5865,Adults,Red Barclay
5866,Adults,Barfly
5867,Adults,Barge Worker
5868,Adults,Birch Barlow
5869,Adults,Baron von Wortzenberger
5870,Adults,Fantasia Barrino
5871,Adults,Temperance Barrows
5872,Adults,Barry (Heartbreak Hotel)
5873,Adults,Barry Mackleberry
5874,Adults,Bart-Beard the Pirate
5875,Adults,Baseball Announcer (Brother from the Same Planet)
5876,Adults,Baseball Announcer 1
5877,Adults,Baseball Announcer 2
5878,Adults,Angela Bassett
5879,Adults,Bat-Shriek
5880,Adults,Bathroom Employee
5916,African Characters,"Chauffeur (My Sister, My Sitter)"
5918,African Characters,Joan Bushwell
5919,African Characters,Kabuli Man 1
5920,African Characters,Princess Kemi
5921,African Characters,Kitenge
5922,African Characters,Muntu
5923,African Characters,Presidente
5925,African Characters,Titi
5926,African Characters,Titi's sister
5928,African-American Characters,10 Year Old Voiced Man
5929,African-American Characters,50 Cent (character)
5930,African-American Characters,Admissions Agent 2
5931,African-American Characters,African-American Teacher
5932,African-American Characters,Agent Wessom
5933,African-American Characters,Albert
5934,African-American Characters,Alcatraaz
5935,African-American Characters,Anger Watkins
5936,African-American Characters,Anger Watkins's son
5937,African-American Characters,Angry Man
5938,African-American Characters,Antonio Fargas' son
5939,African-American Characters,Arcade Kid
5940,African-American Characters,Arnold (Grocery Store clerk)
5941,African-American Characters,Australian Soldier 2
5942,African-American Characters,Avoidant Passerby
5943,African-American Characters,Ayanna Pressley
5944,African-American Characters,Ball pit employee 2
5945,African-American Characters,Balloon seller
5946,African-American Characters,Balloon Seller (Dumbbell Indemnity)
5947,African-American Characters,Beatnik
5948,African-American Characters,Big Daddy
5949,African-American Characters,Biggie Smalls
5950,African-American Characters,Bill Cosby
5951,African-American Characters,Billy Ocean
5952,African-American Characters,Black Weasel
5953,African-American Characters,Blanche Auditioner 1
5954,African-American Characters,Blazing Guy Member 3
5955,African-American Characters,Candy Guard 3
5956,African-American Characters,Report Card
5957,African-American Characters,Carl Carlson's Father
5958,African-American Characters,Carl Carlson
5959,African-American Characters,Carl Carlson's sister
5960,African-American Characters,Cashier (Springfield Downs)
5961,African-American Characters,Chauffeur
5962,African-American Characters,"Chauffeur (My Sister, My Sitter)"
5963,African-American Characters,Chess Player 2
5964,African-American Characters,Chester (The Winter of His Content)
5965,African-American Characters,Cleveland Brown
5966,African-American Characters,Cleveland Brown Jr
5967,African-American Characters,Gary Coleman (character)
5968,African-American Characters,Colonel
5969,African-American Characters,Comedian (Homer and Apu)
5970,African-American Characters,Connie
5971,African-American Characters,Crane Operator (Sideshow Bob Roberts)
5972,African-American Characters,Crime Boss (The Homer They Fall)
5973,African-American Characters,Darryl Strawberry (character)
5974,African-American Characters,Deuce
5975,African-American Characters,Dexter Scoey
5976,African-American Characters,Smash Diggins
5977,African-American Characters,Donna Tubbs-Brown
5978,African-American Characters,Dr. Hibbert's First Daughter
5979,African-American Characters,Dr. Hibbert's Second Daughter
5980,African-American Characters,Dr. Hibbert's Second Son
5981,African-American Characters,Dr. Hibbert's Third Son
5982,African-American Characters,Chester Dupree
5983,African-American Characters,Eartha Kitt (character)
5984,African-American Characters,Erica
5985,African-American Characters,Executive 2
5986,African-American Characters,Brother Faith
5987,African-American Characters,Father (Duffless)
5988,African-American Characters,Finch
5989,African-American Characters,Former-Mayor
5990,African-American Characters,Freddy
5991,African-American Characters,"Funky See, Funky Do"
5992,African-American Characters,Jay G
5993,African-American Characters,Gabriel
5994,African-American Characters,Gary (nerd)
5995,African-American Characters,General Hospital Receptionist (future)
5996,African-American Characters,George H. W. Bush's Bodyguards
5997,African-American Characters,Grocery Store Manager
5998,African-American Characters,Gulf War Soldier 2
5999,African-American Characters,Hairdresser
6000,African-American Characters,Hibbert family
6001,African-American Characters,Bernice Hibbert
6002,African-American Characters,Julius Hibbert
6003,African-American Characters,Hospital administrator (future)
6004,African-American Characters,Hot Dog Vendor (The Trouble with Trillions)
6005,African-American Characters,Hugo Simpson I
6006,African-American Characters,Ike Pross
6007,African-American Characters,James Brown (character)
6008,African-American Characters,Jerome
6009,African-American Characters,Jesminder Bhamra's father
6010,African-American Characters,Jimi Hendrix
6011,African-American Characters,JJ Hibbert
6012,African-American Characters,Joe Frazier (character)
6013,African-American Characters,Julius Hibbert's brother
6014,African-American Characters,Julius Hibbert's father
6015,African-American Characters,Kabuli Man 1
6016,African-American Characters,Kareem Abdul-Jabbar
6017,African-American Characters,Kate Lynn
6018,African-American Characters,Lance Kaufman
6019,African-American Characters,Kobe Bryant
6020,African-American Characters,Krusty Executive
6021,African-American Characters,Lady Gaga Express conductor
6022,African-American Characters,Rita LaFleur
6023,African-American Characters,Late shift worker 3
6024,African-American Characters,Lenny Kravitz
6025,African-American Characters,Lewis Clark
6026,African-American Characters,Lewis Clark's grandfather
6027,African-American Characters,Lewis' lookalike
6028,African-American Characters,Lisa's Friend 2
6029,African-American Characters,Lou
6030,African-American Characters,Male Applicant Reader (SU)
6031,African-American Characters,Male Nuclear Inspector
6032,African-American Characters,Male potential buyer
6033,African-American Characters,"Martin Luther King, Jr."
6034,African-American Characters,Maxwell Flinch
6035,African-American Characters,Maya Angelou
6036,African-American Characters,MC Hammer
6037,African-American Characters,Michael Jackson (character)
6038,African-American Characters,Mike (Moms I'd Like to Forget)
6039,African-American Characters,Mike's Student 2
6040,African-American Characters,Military Accountant
6041,African-American Characters,Military Barber 1
6042,African-American Characters,Monk Murphy
6043,African-American Characters,Monorail controller 2
6044,African-American Characters,Morgan (3rd Grader)
6045,African-American Characters,Mr. Amazing
6046,African-American Characters,Mr. Clark
6047,African-American Characters,Mr. Monroe
6048,African-American Characters,Mr. Powell
6049,African-American Characters,Mr. T
6050,African-American Characters,Mrs. Carlson
6051,African-American Characters,Mrs. Clark
6052,African-American Characters,Mrs. Powell (Janey's Mother)
6053,African-American Characters,Bleeding Gums Murphy
6054,African-American Characters,Music Announcer
6055,African-American Characters,Mutant Julius Hibbert
6056,African-American Characters,NASA Technician
6057,African-American Characters,Nasty J
6058,African-American Characters,National Energy Convention Model 1
6059,African-American Characters,National Energy Convention Model 2
6060,African-American Characters,Naval Officer 2
6061,African-American Characters,Neil deGrasse Tyson (character)
6062,African-American Characters,Nichelle Nichols (character)
6063,African-American Characters,Nick Fury
6064,African-American Characters,Nuclear Power Man
6065,African-American Characters,O.J. Simpson
6066,African-American Characters,Barack Obama
6067,African-American Characters,Michelle Obama
6068,African-American Characters,Officer with Badge in his Mouth
6069,African-American Characters,Opal
6070,African-American Characters,Otolaryngologist
6071,African-American Characters,Paramedic 2
6072,African-American Characters,Parole Judge
6073,African-American Characters,Rayshelle Peyton
6074,African-American Characters,Pharell Williams
6075,African-American Characters,Pharrell Williams (character)
6076,African-American Characters,Pimp (The City of New York vs. Homer Simpson)
6077,African-American Characters,Pimp (The Homer They Fall)
6078,African-American Characters,Janey Powell
6079,African-American Characters,Prince Rogers Nelson
6080,African-American Characters,Prune Juice Nerd
6081,African-American Characters,Psychic
6082,African-American Characters,Queen Chante
6083,African-American Characters,Rallo Tubbs
6084,African-American Characters,Repo Man 1 (The Canine Mutiny)
6085,African-American Characters,Reporter 2
6086,African-American Characters,Reporter 3
6087,African-American Characters,Lionel Richie (character)
6088,African-American Characters,Roberta Tubbs
6089,African-American Characters,Rosey Grier
6090,African-American Characters,Rowena
6091,African-American Characters,Rudy Huxtable
6092,African-American Characters,Scoey (Music Conductor)
6093,African-American Characters,Security Guard 2 (Homerpalooza)
6094,African-American Characters,Security Guard 2 (Lisa the Greek)
6095,African-American Characters,Sideshow Raheem
6096,African-American Characters,Virgil Simpson
6097,African-American Characters,Smitty
6098,African-American Characters,Roy Snyder
6099,African-American Characters,Spike Lee
6100,African-American Characters,Springfield University Board Member
6101,African-American Characters,Stogie
6102,African-American Characters,Supporting Man
6103,African-American Characters,Lucius Sweet
6104,African-American Characters,Drederick Tatum
6105,African-American Characters,The City Inspector
6106,African-American Characters,Torpedo Admiral
6107,African-American Characters,Tropical Island Waiter
6108,African-American Characters,Tyler (Moms I'd Like to Forget)
6109,African-American Characters,Village Idiot
6110,African-American Characters,Voodoo Queen
6111,African-American Characters,Waverly Hills Boy 4
6112,African-American Characters,Clarissa Wellington
6113,African-American Characters,Barry White (character)
6114,African-American Characters,Dr. Wilmore
6115,African-American Characters,Willie Witherspoon
6116,African-American Characters,Worker in Love 3
6555,American Characters,"""Blow the Horn"" Kid"
6556,American Characters,"""Certainly"" Kid"
6557,American Characters,"""Freakin' Guns"" Guy"
6558,American Characters,"""Something New"" Spuckler Baby"
6559,American Characters,"""Stone Cold"" Steve Austin"
6560,American Characters,"""Where the Redfern Grows"" 5th grader"
6561,American Characters,'N Sync (character)
6562,American Characters,4-H leader
6563,American Characters,50 Cent (character)
6564,American Characters,A Dog Named Homer
6565,American Characters,A Hole in the Ground Gang
6566,American Characters,Abby
6567,American Characters,Eleanor Abernathy
6568,American Characters,Abigail
6569,American Characters,Abraham Lincoln
6570,American Characters,Acne Man 1
6571,American Characters,Acne Man 2
6572,American Characters,Actor 1
6573,American Characters,Actor 2
6574,American Characters,Adam Savage (character)
6575,American Characters,Adam Simpson
6576,American Characters,Addem-up Spuckler
6577,American Characters,Addy
6578,American Characters,Admissions Agent 1
6579,American Characters,Admissions Agent 2
6580,American Characters,Adriatica Vel Johnson
6581,American Characters,Adult Education Annex owner
6582,American Characters,Aerosmith
6583,American Characters,African Elephant Guy
6585,American Characters,African-American Teacher
6586,American Characters,Afro Girl
6587,American Characters,Agent Johnson
6588,American Characters,Agent Wessom
6589,American Characters,Aileen
6590,American Characters,Air Force Guard
6591,American Characters,Air Safety Inspector 1
6592,American Characters,Air Safety Inspector 2
6593,American Characters,Airshow Tour Guide
6594,American Characters,Al Gore
6595,American Characters,Al Gore's Secretary
6596,American Characters,Al Harrington
6597,American Characters,Alberto
6598,American Characters,Ms. Albright
6599,American Characters,Alcatraaz
6600,American Characters,Buzz Aldrin
6601,American Characters,Buzz Aldrin (character)
6602,American Characters,Anastasia Alekova
6603,American Characters,Alex (I'm Spelling as Fast as I Can)
6604,American Characters,Alfie
6605,American Characters,Langdon Alger
6606,American Characters,Ali Rudy Vallée
6607,American Characters,Alien 2
6608,American Characters,Steve Allen (character)
6609,American Characters,Woody Allen
6610,American Characters,Alphonse
6611,American Characters,Aristotle Amadopolis
6612,American Characters,Ameil
6613,American Characters,Amelia Vanderbuckle
6614,American Characters,America's Most Armed and Dangerous Presenter
6615,American Characters,American Representative
6616,American Characters,American Spy
6617,American Characters,Amish Man
6618,American Characters,Amy
6619,American Characters,Amy Wong
6620,American Characters,Anderson
6621,American Characters,Anderson Cooper (character)
6622,American Characters,Andy (Moms I'd Like to Forget)
6623,American Characters,Andy (Scuse Me While I Miss the Sky)
6624,American Characters,Andy Griffith
6625,American Characters,Angela (Family Guy)
6626,American Characters,Angelica
6627,American Characters,Anger Watkins
6628,American Characters,Angry Audience Member
6629,American Characters,Angry Customer
6630,American Characters,Angry Man
6631,American Characters,Angry Mom
6632,American Characters,Animal Assistants clerk
6633,American Characters,Animal Refuge owner
6634,American Characters,Anita
6635,American Characters,Paul Anka (character)
6636,American Characters,Annette
6637,American Characters,Annette (therapist)
6638,American Characters,Annie Crawford
6639,American Characters,Tattoo Annie
6640,American Characters,Anniversary Singer
6641,American Characters,Anthony Hopkins
6642,American Characters,Antonio Fargas' son
6643,American Characters,Appendix Guy
6644,American Characters,Arboretum Overseer
6645,American Characters,Arcade Bouncer
6646,American Characters,Arcade Cashier
6647,American Characters,Arcade Guard 1
6648,American Characters,Arcade Guard 2
6649,American Characters,Arcade Kid
6650,American Characters,Archie
6651,American Characters,Architect Relative
6652,American Characters,Armando (Barber)
6653,American Characters,Armando (Flaming Moe's)
6654,American Characters,Army Pilot 1
6655,American Characters,Army Pilot 2
6656,American Characters,Army Pilot 3
6657,American Characters,Arnie Pye's Pilot
6658,American Characters,Arnold (Grocery Store clerk)
6659,American Characters,Bob Arnold
6660,American Characters,Arsonist
6661,American Characters,Art Garfunkel
6662,American Characters,Art Spiegelman (character)
6663,American Characters,Art teacher
6664,American Characters,Arthur
6665,American Characters,Arthur (Student)
6666,American Characters,Ashley
6667,American Characters,Ashley (3rd Grader)
6668,American Characters,Ashley Grant
6669,American Characters,Asian Gang Member
6670,American Characters,Assembly Line Worker
6671,American Characters,Assistant 1
6672,American Characters,Assistant 2
6673,American Characters,Astronomer
6674,American Characters,State Comptroller Atkins
6675,American Characters,Auction Announcer
